Gatsibo,Muhanga,Gicumbi,Kicukiro,Rulindo,Nyaruguru,Rwamagana,Kamonyi,Gasabo,Ngororero,Rubavu,Nyamagabe,Burera,Nyabihu,Gakenke,Nyamasheke,Kirehe,Nyagatare,Bugesera,Karongi,Huye,Musanze,Rusizi,Ngoma,Nyarugenge,Gisagara,Kayonza,Ruhango,Nyanza,Rutsiro
43323.766,43271.887,43323.766,43258.92,43310.793,43129.188,43258.92,43258.92,43284.86,43284.86,43323.766,43181.086,43362.668,43323.766,43310.793,43194.06,43220.004,43375.637,43220.004,43232.977,43168.113,43349.703,43155.137,43220.004,43258.92,43142.164,43284.86,43220.004,43194.06,43271.887
43321.52,43269.176,43321.52,43256.09,43308.434,43125.19,43256.09,43256.09,43282.26,43282.26,43321.52,43177.56,43360.773,43321.52,43308.434,43190.65,43216.83,43373.86,43216.83,43229.914,43164.465,43347.69,43151.375,43216.83,43256.09,43138.28,43282.26,43216.83,43190.65,43269.176
43319.37,43266.574,43319.37,43253.375,43306.168,43121.355,43253.375,43253.375,43279.773,43279.773,43319.37,43174.17,43358.957,43319.37,43306.168,43187.37,43213.773,43372.156,43213.773,43226.977,43160.97,43345.76,43147.76,43213.773,43253.375,43134.56,43279.773,43213.773,43187.37,43266.574
43317.305,43264.086,43317.305,43250.777,43304.004,43117.68,43250.777,43250.777,43277.39,43277.39,43317.305,43170.926,43357.223,43317.305,43304.004,43184.24,43210.855,43370.523,43210.855,43224.164,43157.617,43343.918,43144.305,43210.855,43250.777,43130.992,43277.39,43210.855,43184.24,43264.086
43315.32,43261.684,43315.32,43248.273,43301.91,43114.137,43248.273,43248.273,43275.094,43275.094,43315.32,43167.805,43355.55,43315.32,43301.91,43181.22,43208.04,43368.957,43208.04,43221.453,43154.39,43342.14,43140.973,43208.04,43248.273,43127.555,43275.094,43208.04,43181.22,43261.684
43313.41,43259.375,43313.41,43245.863,43299.902,43110.727,43245.863,43245.863,43272.883,43272.883,43313.41,43164.79,43353.938,43313.41,43299.902,43178.3,43205.33,43367.445,43205.33,43218.84,43151.273,43340.43,43137.754,43205.33,43245.863,43124.242,43272.883,43205.33,43178.3,43259.375
43311.574,43257.15,43311.574,43243.543,43297.97,43107.438,43243.543,43243.543,43270.754,43270.754,43311.574,43161.887,43352.387,43311.574,43297.97,43175.496,43202.72,43365.992,43202.72,43216.33,43148.277,43338.785,43134.664,43202.72,43243.543,43121.055,43270.754,43202.72,43175.496,43257.15
43309.81,43255.016,43309.81,43241.32,43296.11,43104.285,43241.32,43241.32,43268.715,43268.715,43309.81,43159.105,43350.902,43309.81,43296.11,43172.81,43200.215,43364.598,43200.215,43213.914,43145.402,43337.203,43131.695,43200.215,43241.32,43117.992,43268.715,43200.215,43172.81,43255.016
43308.12,43252.973,43308.12,43239.184,43294.336,43101.266,43239.184,43239.184,43266.76,43266.76,43308.12,43156.44,43349.484,43308.12,43294.336,43170.234,43197.816,43363.266,43197.816,43211.61,43142.65,43335.695,43128.855,43197.816,43239.184,43115.062,43266.76,43197.816,43170.234,43252.973
43306.51,43251.023,43306.51,43237.152,43292.64,43098.383,43237.152,43237.152,43264.895,43264.895,43306.51,43153.9,43348.125,43306.51,43292.64,43167.777,43195.53,43361.996,43195.53,43209.402,43140.023,43334.254,43126.145,43195.53,43237.152,43112.266,43264.895,43195.53,43167.777,43251.023
